id,order_time,total_amount,cashier
35728,2025-11-08 19:51:46,4.99,3
35729,2025-11-08 13:10:20,60.78,3
35730,2025-11-08 14:28:48,51.20,5
35731,2025-11-08 17:36:44,54.49,5
35732,2025-11-08 14:20:08,20.16,3
35733,2025-11-08 14:37:00,20.06,3
35734,2025-11-08 13:51:10,34.23,3
35735,2025-11-08 18:59:41,24.85,3
35736,2025-11-08 15:53:41,5.49,2
35737,2025-11-08 20:48:16,50.40,2
35738,2025-11-08 07:47:27,24.95,3
35739,2025-11-08 15:19:05,30.74,3
35740,2025-11-08 12:48:45,30.34,2
35741,2025-11-08 14:31:37,24.85,5
35742,2025-11-08 10:55:06,35.43,5
35743,2025-11-08 15:57:55,30.74,5
35744,2025-11-08 13:11:29,35.43,5
35745,2025-11-08 13:11:37,19.86,2
35746,2025-11-08 18:21:57,24.65,5
35747,2025-11-08 21:04:18,30.14,3
35748,2025-11-08 20:20:52,14.67,3
35749,2025-11-08 12:16:18,20.36,2
35750,2025-11-08 19:22:04,16.47,2
35751,2025-11-08 09:49:02,30.24,2
35752,2025-11-08 18:58:00,40.82,5
35753,2025-11-08 09:00:30,61.78,2
35754,2025-11-08 13:05:14,25.65,2
35755,2025-11-08 09:22:48,24.95,3
35756,2025-11-08 14:30:04,14.67,2
35757,2025-11-08 17:14:14,5.09,5
35758,2025-11-08 10:03:16,20.46,2
35759,2025-11-08 15:00:14,29.64,5
35760,2025-11-08 13:41:53,4.79,3
35761,2025-11-08 21:14:09,56.09,3
35762,2025-11-08 13:01:23,10.08,2
35763,2025-11-08 13:09:08,19.56,5
35764,2025-11-08 15:54:25,45.01,3
35765,2025-11-08 09:57:15,44.91,5
35766,2025-11-08 16:09:32,4.79,2
35767,2025-11-08 13:05:22,15.97,5
35768,2025-11-08 18:06:24,25.65,5
35769,2025-11-08 13:07:43,5.49,2
35770,2025-11-08 15:42:23,24.95,5
35771,2025-11-08 17:10:36,30.14,3
35772,2025-11-08 06:09:48,20.96,5
35773,2025-11-08 14:43:53,9.98,5
35774,2025-11-08 10:16:58,31.24,2
35775,2025-11-08 18:17:09,25.75,3
35776,2025-11-08 17:06:19,46.51,5
35777,2025-11-08 14:26:13,14.67,3
35778,2025-11-08 15:20:14,31.24,3
35779,2025-11-08 12:18:36,30.04,3
35780,2025-11-08 19:08:23,30.84,2
35781,2025-11-08 19:41:59,14.47,3
35782,2025-11-08 13:32:32,41.52,3
35783,2025-11-08 14:42:00,9.78,3
35784,2025-11-08 16:07:29,25.65,3
35785,2025-11-08 11:13:27,30.94,5
35786,2025-11-08 13:35:42,25.25,5
35787,2025-11-09 12:09:35,41.22,3
35788,2025-11-09 19:11:36,35.83,3
35789,2025-11-09 21:33:23,25.25,3
35790,2025-11-09 18:43:13,50.90,2
35791,2025-11-09 06:36:35,40.12,2
35792,2025-11-09 13:56:28,10.98,3
35793,2025-11-09 18:56:02,10.58,3
35794,2025-11-09 14:19:23,24.15,3
35795,2025-11-09 18:26:01,30.74,5
35796,2025-11-09 08:29:45,40.02,5
35797,2025-11-09 18:39:47,30.14,2
35798,2025-11-09 21:11:12,15.37,2
35799,2025-11-09 17:28:57,26.85,2
35800,2025-11-09 13:47:47,5.29,3
35801,2025-11-09 13:30:07,41.32,3
35802,2025-11-09 13:19:42,4.99,3
35803,2025-11-09 07:37:48,35.13,3
35804,2025-11-09 15:35:06,26.25,2
35805,2025-11-09 06:01:45,34.83,5
35806,2025-11-09 03:42:19,15.57,2
35807,2025-11-09 12:03:57,19.66,3
35808,2025-11-09 19:52:39,45.51,3
35809,2025-11-09 15:11:35,35.13,5
35810,2025-11-09 10:06:29,9.58,3
35811,2025-11-09 14:39:54,34.93,2
35812,2025-11-09 21:14:25,61.88,3
35813,2025-11-09 18:05:07,49.10,5
35814,2025-11-09 14:44:26,4.89,2
35815,2025-11-09 13:46:28,14.97,3
35816,2025-11-09 13:44:06,19.96,3
35817,2025-11-09 21:50:30,25.55,2
35818,2025-11-09 21:33:29,54.29,2
35819,2025-11-09 15:09:02,44.31,2
35820,2025-11-09 13:53:51,15.47,5
35821,2025-11-09 20:31:21,44.91,5
35822,2025-11-09 14:19:20,15.87,5
35823,2025-11-09 21:05:56,50.70,5
35824,2025-11-09 15:10:10,35.43,3
35825,2025-11-09 20:15:19,10.18,5
35826,2025-11-09 13:58:19,65.37,5
35827,2025-11-09 17:20:07,36.63,5
35828,2025-11-09 14:05:12,54.79,3
35829,2025-11-09 11:56:10,30.54,2
35830,2025-11-09 11:39:25,5.19,5
35831,2025-11-09 11:06:06,40.92,3
35832,2025-11-09 14:12:52,5.29,3
35833,2025-11-09 21:22:50,62.68,3
35834,2025-11-09 11:36:13,30.24,3
35835,2025-11-09 14:36:43,52.60,3
35836,2025-11-09 12:44:12,46.11,2
35837,2025-11-09 12:56:29,62.98,2
35838,2025-11-09 10:06:44,14.97,2
35839,2025-11-09 20:31:25,72.26,2
35840,2025-11-09 08:14:20,31.14,2
35841,2025-11-09 11:57:13,35.93,2
35842,2025-11-09 16:31:44,44.11,2
35843,2025-11-09 19:29:00,43.71,2
35844,2025-11-09 20:15:49,50.20,5
35845,2025-11-09 12:55:56,49.10,5
35846,2025-11-09 15:35:01,15.47,2
35847,2025-11-09 14:25:04,25.75,2
35848,2025-11-09 09:03:07,4.89,5
35849,2025-11-09 17:09:09,36.03,3
35850,2025-11-09 19:43:53,14.97,5
35851,2025-11-09 15:44:37,40.32,3
35852,2025-11-09 17:56:37,4.99,5
35853,2025-11-09 15:06:33,25.35,3
35854,2025-11-09 18:48:24,50.10,3
35855,2025-11-09 19:19:36,41.52,5
35856,2025-11-09 12:13:17,15.07,5
35857,2025-11-09 16:21:50,21.46,5
35858,2025-11-09 15:08:29,25.15,5
35859,2025-11-09 11:13:29,19.76,3
35860,2025-11-09 13:44:35,15.47,2
35861,2025-11-09 19:44:25,51.40,5
35862,2025-11-09 15:25:11,26.85,2
35863,2025-11-09 17:46:57,41.12,3
35864,2025-11-09 13:47:04,35.73,2
35865,2025-11-09 13:50:21,51.00,2
35866,2025-11-09 16:45:34,26.25,2
35867,2025-11-09 13:29:10,39.12,5
35868,2025-11-09 13:27:29,35.43,3
35869,2025-11-09 12:26:20,59.48,5
35870,2025-11-09 14:50:53,14.97,5
35871,2025-11-09 15:48:00,59.38,2
35872,2025-11-09 18:47:41,35.43,2
35873,2025-11-09 13:12:48,29.34,3
35874,2025-11-09 15:28:48,51.80,5
35875,2025-11-09 17:10:14,30.34,2
35876,2025-11-09 13:45:38,60.08,3
35877,2025-11-09 20:05:28,9.78,3
35878,2025-11-09 13:56:14,21.36,2
35879,2025-11-09 19:31:44,31.64,2
35880,2025-11-09 14:29:09,42.32,3
35881,2025-11-09 19:39:06,15.07,3
35882,2025-11-09 19:52:24,59.38,2
35883,2025-11-09 10:52:03,56.29,3
35884,2025-11-09 16:53:52,14.67,2
35885,2025-11-09 13:37:32,15.07,5
35886,2025-11-09 20:02:41,46.31,2
35887,2025-11-09 14:49:09,36.03,2
35888,2025-11-09 17:03:45,35.23,2
35889,2025-11-09 16:39:13,39.92,2
35890,2025-11-09 09:09:24,41.12,5
35891,2025-11-09 12:06:30,46.11,5
35892,2025-11-09 17:43:34,9.98,2
35893,2025-11-09 17:22:57,10.08,2
35894,2025-11-09 10:49:38,35.53,5
35895,2025-11-09 08:47:55,14.87,2
35896,2025-11-09 21:42:49,35.93,5
35897,2025-11-09 17:50:03,40.52,2
35898,2025-11-09 18:52:23,39.72,2
35899,2025-11-09 06:17:52,14.37,2
35900,2025-11-09 17:27:17,34.93,5
35901,2025-11-09 16:32:25,5.29,5
35902,2025-11-09 15:16:08,15.87,3
35903,2025-11-09 13:13:28,46.01,5
35904,2025-11-09 15:37:29,5.29,2
35905,2025-11-09 15:01:54,45.41,3
35906,2025-11-09 10:21:55,40.32,2
35907,2025-11-09 16:49:58,40.52,3
35908,2025-11-09 13:34:24,15.07,3
35909,2025-11-09 09:39:01,41.62,2
35910,2025-11-09 18:44:18,30.84,3
35911,2025-11-09 21:14:54,15.57,2
35912,2025-11-09 19:33:34,20.56,3
35913,2025-11-09 23:27:36,35.63,2
35914,2025-11-09 16:39:33,44.31,2
35915,2025-11-09 13:08:04,29.64,2
35916,2025-11-09 10:23:21,20.46,2
35917,2025-11-09 19:29:00,19.96,5
35918,2025-11-09 21:07:23,14.77,5
35919,2025-11-09 17:04:24,51.70,3
35920,2025-11-09 16:12:46,50.00,3
35921,2025-11-09 15:33:22,59.38,2
35922,2025-11-09 14:59:03,25.85,5
35923,2025-11-09 06:40:37,34.73,5
35924,2025-11-09 12:04:20,20.36,3
35925,2025-11-09 11:09:06,9.78,5
35926,2025-11-09 13:39:12,46.41,5
35927,2025-11-09 19:42:00,40.12,2
35928,2025-11-09 09:10:22,10.68,2
35929,2025-11-09 15:33:10,44.91,5
35930,2025-11-09 19:30:38,14.87,2
35931,2025-11-09 15:23:35,30.94,3
35932,2025-11-09 21:29:33,5.49,3
35933,2025-11-09 10:59:30,36.53,2
35934,2025-11-09 09:28:40,16.47,5
35935,2025-11-09 21:53:09,20.86,3
35936,2025-11-09 19:58:29,49.50,3
35937,2025-11-09 20:10:00,9.98,5
35938,2025-11-09 18:44:34,5.29,2
35939,2025-11-09 12:54:38,56.29,2
35940,2025-11-09 16:13:17,4.89,2
35941,2025-11-09 09:54:12,5.29,5
35942,2025-11-09 11:22:29,16.47,3
35943,2025-11-09 16:21:13,41.52,3
35944,2025-11-09 19:53:23,9.78,2
35945,2025-11-09 17:45:21,9.78,5
35946,2025-11-09 12:02:23,9.98,2
35947,2025-11-09 12:21:32,24.75,2
35948,2025-11-09 12:01:36,25.35,2
35949,2025-11-09 19:34:56,15.07,5
35950,2025-11-09 11:20:37,14.37,5
35951,2025-11-09 13:20:37,16.47,3
35952,2025-11-09 18:04:08,24.65,2
35953,2025-11-09 18:56:32,34.73,3
35954,2025-11-09 18:37:34,54.79,2
35955,2025-11-09 18:02:52,14.97,2
35956,2025-11-09 13:10:02,24.65,2
35957,2025-11-09 11:21:01,4.89,3
35958,2025-11-09 14:02:05,35.33,3
35959,2025-11-09 13:25:46,30.24,3
35960,2025-11-09 17:07:13,25.95,2
35961,2025-11-09 17:17:32,15.47,5
35962,2025-11-09 20:12:08,55.09,5
35963,2025-11-09 10:56:47,44.21,3
35964,2025-11-09 21:58:08,24.35,3
35965,2025-11-09 14:34:05,36.83,2
35966,2025-11-09 14:58:27,51.20,5
35967,2025-11-09 19:42:09,40.92,3
35968,2025-11-09 09:24:34,30.64,2
35969,2025-11-09 19:06:01,50.10,5
35970,2025-11-09 12:25:22,45.41,3
35971,2025-11-09 17:40:45,14.67,2
35972,2025-11-09 11:19:46,34.93,3
35973,2025-11-09 19:58:20,41.12,3
35974,2025-11-09 09:51:38,45.31,2
35975,2025-11-09 11:21:50,45.21,3
35976,2025-11-09 13:19:11,40.92,2
35977,2025-11-09 13:25:07,29.64,5
35978,2025-11-09 19:09:33,38.92,3
35979,2025-11-09 17:36:56,56.39,2
35980,2025-11-09 19:22:36,34.73,5
35981,2025-11-09 16:23:07,56.39,2
35982,2025-11-09 18:29:30,39.42,2
35983,2025-11-09 09:27:28,35.73,2
35984,2025-11-09 19:20:59,25.65,5
35985,2025-11-09 14:12:31,36.63,2
35986,2025-11-09 20:47:06,29.54,5
35987,2025-11-09 17:54:47,51.10,3
35988,2025-11-09 16:22:39,34.33,3
35989,2025-11-09 17:32:17,14.97,5
35990,2025-11-09 19:38:14,25.55,3
35991,2025-11-09 12:24:39,4.89,3
35992,2025-11-09 06:30:19,40.92,2
35993,2025-11-09 15:52:24,50.30,3
35994,2025-11-09 11:15:17,41.12,3
35995,2025-11-09 09:47:43,44.21,3
35996,2025-11-09 16:21:07,31.14,5
35997,2025-11-09 17:12:01,39.42,5
35998,2025-11-09 17:56:31,4.89,5
35999,2025-11-09 17:57:40,59.68,5
36000,2025-11-09 20:57:53,35.43,5
36001,2025-11-09 19:26:57,54.39,5
36002,2025-11-09 01:39:13,50.90,5
36003,2025-11-09 09:27:07,34.43,3
36004,2025-11-09 15:56:27,9.78,2
36005,2025-11-09 06:45:16,19.56,5
36006,2025-11-09 13:17:05,25.65,3
36007,2025-11-09 15:51:12,25.55,5
36008,2025-11-09 15:55:08,10.98,5
36009,2025-11-09 23:43:49,15.67,2
36010,2025-11-09 12:46:06,39.82,3
36011,2025-11-09 17:33:01,30.74,2
36012,2025-11-09 14:57:32,51.10,2
36013,2025-11-09 15:52:13,14.67,3
36014,2025-11-09 09:44:33,25.25,2
36015,2025-11-09 11:29:41,25.55,3
36016,2025-11-09 16:33:03,25.15,3
36017,2025-11-09 11:43:00,30.24,3
36018,2025-11-09 19:45:14,10.58,3
36019,2025-11-09 12:22:12,39.82,3
36020,2025-11-09 17:20:31,14.77,3
36021,2025-11-09 02:16:03,30.14,2
36022,2025-11-09 13:13:23,31.34,2
36023,2025-11-09 21:38:16,4.99,5
36024,2025-11-09 18:59:12,29.44,2
36025,2025-11-09 15:42:48,41.32,3
36026,2025-11-09 09:37:19,30.24,5
36027,2025-11-09 21:26:13,9.98,3
36028,2025-11-09 20:03:29,4.89,3
36029,2025-11-09 18:04:22,36.33,5
36030,2025-11-09 19:35:25,46.11,5
36031,2025-11-09 12:42:28,46.01,2
36032,2025-11-09 19:29:50,30.34,5
36033,2025-11-09 15:46:23,14.67,2
36034,2025-11-09 12:27:09,30.54,2
36035,2025-11-09 10:35:24,29.94,3
36036,2025-11-09 21:21:04,25.25,3
36037,2025-11-09 09:26:03,46.61,2
36038,2025-11-09 19:38:44,31.24,2
36039,2025-11-09 08:24:15,36.23,3
36040,2025-11-09 04:03:17,15.67,5
36041,2025-11-09 09:50:00,29.94,2
36042,2025-11-09 11:52:33,24.95,5
36043,2025-11-09 20:38:05,24.55,5
36044,2025-11-09 15:40:30,24.75,5
36045,2025-11-09 19:22:52,29.24,3
36046,2025-11-09 16:41:52,35.13,3
36047,2025-11-09 01:12:46,20.06,2
36048,2025-11-09 04:38:05,25.85,3
36049,2025-11-09 18:05:21,29.94,5
36050,2025-11-09 21:24:16,20.66,3
36051,2025-11-09 20:53:43,29.04,5
36052,2025-11-09 18:09:15,15.57,5
36053,2025-11-09 12:56:12,19.56,2
36054,2025-11-09 15:52:50,25.95,2
36055,2025-11-09 10:24:16,41.42,3
36056,2025-11-09 17:50:07,16.07,3
36057,2025-11-09 19:35:12,25.35,5
36058,2025-11-09 21:59:16,9.98,3
36059,2025-11-09 13:21:50,40.62,5
36060,2025-11-09 06:18:06,15.67,5
36061,2025-11-09 12:58:14,14.87,3
36062,2025-11-09 17:24:48,14.67,3
36063,2025-11-09 11:02:38,15.57,2
36064,2025-11-09 18:28:19,56.99,2
36065,2025-11-09 13:34:13,31.34,3
36066,2025-11-09 05:00:55,9.88,2
36067,2025-11-09 18:34:15,26.15,2
36068,2025-11-09 20:49:18,10.18,5
36069,2025-11-09 07:34:51,54.99,5
36070,2025-11-09 18:52:27,9.78,2
36071,2025-11-09 12:33:39,24.65,3
36072,2025-11-09 12:19:44,46.11,3
36073,2025-11-09 18:20:12,36.73,2
36074,2025-11-09 16:23:22,26.85,5
36075,2025-11-09 17:39:34,19.56,2
36076,2025-11-09 14:32:22,35.93,2
36077,2025-11-09 19:19:16,62.48,5
36078,2025-11-09 12:48:23,35.63,5
36079,2025-11-09 06:01:29,10.18,2
36080,2025-11-09 14:40:17,24.95,5
36081,2025-11-09 13:36:04,14.67,3
36082,2025-11-09 15:00:41,43.91,5
36083,2025-11-09 12:04:06,55.09,3
36084,2025-11-09 12:47:03,20.06,5
36085,2025-11-09 14:01:21,14.37,2
36086,2025-11-09 19:22:28,14.97,2
36087,2025-11-09 13:04:47,35.33,2
36088,2025-11-09 18:48:00,9.78,2
36089,2025-11-09 17:13:42,31.74,5
36090,2025-11-09 14:11:51,21.56,5
36091,2025-11-09 15:18:49,15.87,3
36092,2025-11-09 12:09:28,15.57,3
36093,2025-11-09 11:49:27,56.49,2
36094,2025-11-09 11:40:29,45.01,5
36095,2025-11-09 18:11:29,19.76,5
36096,2025-11-09 12:58:38,15.87,5
36097,2025-11-09 15:39:43,5.19,2
36098,2025-11-09 13:22:32,19.96,5
36099,2025-11-09 12:06:27,20.06,2
36100,2025-11-09 12:26:30,10.98,5
36101,2025-11-09 13:59:25,51.30,2
36102,2025-11-09 13:02:38,61.68,2
36103,2025-11-09 08:09:08,20.96,5
36104,2025-11-09 12:55:35,14.87,3
36105,2025-11-09 18:39:15,62.38,2
36106,2025-11-09 19:17:52,29.44,5
36107,2025-11-09 11:42:49,35.23,3
36108,2025-11-09 21:35:51,42.32,2
36109,2025-11-09 06:11:55,14.67,3
36110,2025-11-09 14:05:28,20.86,2
36111,2025-11-09 19:25:20,16.47,5
36112,2025-11-09 13:02:33,14.67,5
36113,2025-11-09 19:11:09,40.62,2
36114,2025-11-09 12:07:26,20.46,3
36115,2025-11-09 23:37:55,25.95,2
36116,2025-11-09 13:28:28,51.20,2
36117,2025-11-09 12:20:56,45.01,5
36118,2025-11-09 16:50:05,26.05,3
36119,2025-11-09 09:38:31,20.76,2
36120,2025-11-09 11:41:31,49.80,2
36121,2025-11-09 14:50:13,25.55,3
36122,2025-11-09 11:01:36,36.13,5
36123,2025-11-09 14:37:53,10.08,2
36124,2025-11-09 13:38:28,24.25,2
36125,2025-11-09 13:11:54,50.60,3
36126,2025-11-09 16:27:06,31.64,2
36127,2025-11-09 12:40:48,15.27,5
36128,2025-11-09 10:45:00,25.05,2
36129,2025-11-09 17:08:59,40.02,2
36130,2025-11-09 07:42:24,50.30,2
36131,2025-11-09 12:48:58,46.21,2
36132,2025-11-09 23:07:30,24.85,3
36133,2025-11-09 19:16:20,15.67,5
36134,2025-11-09 10:25:42,9.78,2
36135,2025-11-09 03:26:23,31.24,2
36136,2025-11-09 06:19:49,15.87,2
36137,2025-11-09 09:27:18,14.97,3
36138,2025-11-09 15:06:51,19.66,3
36139,2025-11-09 16:39:28,50.10,5
36140,2025-11-09 19:08:37,30.54,3
36141,2025-11-09 17:17:01,29.94,3
36142,2025-11-09 09:09:45,39.62,5
36143,2025-11-09 11:05:17,25.55,5
36144,2025-11-09 10:59:05,73.65,5
36145,2025-11-09 12:01:59,40.12,2
36146,2025-11-09 15:30:28,24.45,2
36147,2025-11-09 18:10:24,31.14,3
36148,2025-11-09 06:28:44,30.54,3
36149,2025-11-09 12:26:46,56.49,2
36150,2025-11-09 09:50:09,40.32,3
36151,2025-11-09 13:21:51,9.78,2
36152,2025-11-09 09:36:29,14.67,2
36153,2025-11-09 13:06:28,10.38,5
36154,2025-11-09 10:28:08,42.72,2
36155,2025-11-09 13:23:41,15.27,3
36156,2025-11-09 18:58:46,20.26,5
36157,2025-11-09 19:37:52,30.54,3
36158,2025-11-09 11:26:12,31.14,3
36159,2025-11-09 10:03:10,44.31,3
36160,2025-11-09 09:52:35,45.41,3
36161,2025-11-09 14:41:44,36.13,2
36162,2025-11-09 20:20:11,39.82,5
36163,2025-11-09 15:12:07,50.30,5
36164,2025-11-09 15:53:51,45.71,5
36165,2025-11-09 06:45:18,14.37,3
36166,2025-11-09 08:12:50,19.76,3
36167,2025-11-09 17:50:51,34.83,3
36168,2025-11-09 18:03:14,34.93,3
36169,2025-11-09 14:14:12,19.76,5
36170,2025-11-09 12:52:22,9.78,5
36171,2025-11-09 20:38:42,19.86,3
36172,2025-11-09 20:38:13,20.36,2
36173,2025-11-09 11:56:27,10.38,5
36174,2025-11-09 13:01:49,24.55,2
36175,2025-11-09 15:11:42,15.27,2
36176,2025-11-09 12:31:57,46.61,2
36177,2025-11-09 02:42:02,29.44,5
36178,2025-11-09 13:25:44,14.37,3
36179,2025-11-09 12:26:39,61.48,5
36180,2025-11-09 17:46:47,36.13,5
36181,2025-11-09 18:48:49,14.67,5
36182,2025-11-09 11:36:57,36.43,3
36183,2025-11-09 09:36:06,25.25,5
36184,2025-11-09 09:25:34,42.52,5
36185,2025-11-09 15:07:07,41.52,2
36186,2025-11-09 17:36:52,25.35,2
36187,2025-11-09 07:30:32,16.47,2
36188,2025-11-09 17:06:25,20.46,2
36189,2025-11-09 16:33:20,40.92,5
36190,2025-11-09 14:17:19,21.76,5
36191,2025-11-09 17:01:54,15.57,5
36192,2025-11-09 14:44:53,25.45,3
36193,2025-11-09 15:44:19,15.87,5
36194,2025-11-09 14:21:36,34.63,2
36195,2025-11-09 17:07:15,40.12,5
36196,2025-11-09 14:16:40,20.26,2
36197,2025-11-09 13:07:47,9.98,3
36198,2025-11-09 15:02:45,44.61,5
36199,2025-11-09 19:33:28,4.99,2
36200,2025-11-09 17:13:20,5.29,5
36201,2025-11-09 15:18:43,31.74,2
36202,2025-11-09 16:46:40,39.62,3
36203,2025-11-09 19:22:05,40.72,2
36204,2025-11-09 17:08:52,25.35,2
36205,2025-11-09 12:13:59,40.22,2
36206,2025-11-09 13:58:29,31.34,5
36207,2025-11-09 18:01:12,35.03,2
36208,2025-11-09 19:37:44,55.09,2
36209,2025-11-09 07:25:46,36.63,3
36210,2025-11-09 12:54:49,44.61,3
36211,2025-11-09 15:39:49,48.90,3
36212,2025-11-09 13:25:19,34.63,2
36213,2025-11-09 11:42:01,9.98,2
36214,2025-11-09 21:53:45,4.79,2
36215,2025-11-09 13:59:24,15.47,2
36216,2025-11-09 15:21:39,55.69,5
36217,2025-11-09 15:15:11,26.85,5
36218,2025-11-09 16:26:35,30.64,5
36219,2025-11-09 12:38:02,44.91,5
36220,2025-11-09 17:54:00,41.52,3
36221,2025-11-09 15:30:29,61.58,2
36222,2025-11-09 14:42:40,29.94,3
36223,2025-11-09 18:07:11,55.09,2
36224,2025-11-09 17:50:09,15.87,2
36225,2025-11-09 01:59:07,10.18,3
36226,2025-11-09 16:57:25,34.33,5
36227,2025-11-09 16:34:49,40.52,3
36228,2025-11-09 12:47:28,9.78,3
36229,2025-11-09 17:37:10,10.38,2
36230,2025-11-09 10:00:56,15.37,5
36231,2025-11-09 15:16:56,54.99,2
36232,2025-11-09 13:44:57,50.30,3
36233,2025-11-09 12:53:29,14.67,3
36234,2025-11-09 21:24:56,46.21,3
36235,2025-11-09 14:53:36,61.78,2
36236,2025-11-09 18:23:17,42.22,5
36237,2025-11-09 14:46:33,63.78,5
36238,2025-11-09 19:52:18,19.86,5
36239,2025-11-09 13:14:46,29.94,3
36240,2025-11-09 13:48:26,25.65,3
36241,2025-11-09 16:35:17,49.70,3
36242,2025-11-09 21:21:01,14.97,5
36243,2025-11-09 15:52:17,10.38,3
36244,2025-11-09 20:07:27,44.31,3
36245,2025-11-09 16:02:03,40.32,5
36246,2025-11-09 15:06:04,14.67,5
36247,2025-11-09 21:14:11,36.23,3
36248,2025-11-09 10:15:57,14.67,2
36249,2025-11-09 17:21:21,36.13,5
36250,2025-11-09 17:07:14,44.41,3
36251,2025-11-09 15:31:25,26.25,5
36252,2025-11-09 13:59:27,9.98,5
36253,2025-11-09 16:59:19,51.50,2
36254,2025-11-09 21:30:00,14.67,3
36255,2025-11-09 19:38:27,55.09,2
36256,2025-11-09 16:28:26,24.45,3
36257,2025-11-09 02:32:08,19.76,5
36258,2025-11-09 15:37:54,51.40,2
36259,2025-11-09 13:25:29,25.65,2
36260,2025-11-09 12:19:02,62.98,5
36261,2025-11-09 18:02:57,24.95,2
36262,2025-11-09 13:43:04,15.37,5
36263,2025-11-09 13:11:52,44.41,2
36264,2025-11-09 15:38:24,25.25,5
36265,2025-11-09 15:27:42,14.67,5
36266,2025-11-09 13:22:38,41.32,2
36267,2025-11-09 21:01:26,60.68,5
36268,2025-11-09 12:12:50,60.78,2
36269,2025-11-09 18:35:03,9.88,5
36270,2025-11-09 09:46:07,24.65,3
36271,2025-11-09 13:34:01,36.73,5
36272,2025-11-09 13:52:19,9.78,5
36273,2025-11-09 15:00:59,29.74,5
36274,2025-11-09 19:48:39,50.30,5
36275,2025-11-09 11:09:12,15.27,3
36276,2025-11-09 15:28:45,9.78,2
36277,2025-11-09 20:56:36,41.82,2
36278,2025-11-09 14:45:15,26.25,3
36279,2025-11-09 17:31:02,14.97,5
36280,2025-11-09 02:18:50,10.68,2
36281,2025-11-09 16:24:59,54.79,2
36282,2025-11-09 11:53:15,20.36,3
36283,2025-11-09 18:15:18,40.22,2
36284,2025-11-09 12:46:13,9.98,2
36285,2025-11-09 12:24:32,30.34,5
36286,2025-11-09 10:40:45,5.19,2
36287,2025-11-09 08:51:11,19.66,2
36288,2025-11-09 08:50:15,20.76,5
36289,2025-11-09 19:57:00,20.66,5
36290,2025-11-09 20:59:24,65.97,5
36291,2025-11-09 08:12:27,20.56,3
36292,2025-11-09 15:14:48,36.63,2
36293,2025-11-09 18:54:19,50.50,2
36294,2025-11-09 19:08:10,10.18,2
36295,2025-11-09 14:21:31,34.63,5
36296,2025-11-09 09:03:41,15.57,2
36297,2025-11-09 13:46:15,14.67,2
36298,2025-11-09 21:25:31,40.22,5
36299,2025-11-09 19:40:15,9.98,3
36300,2025-11-09 10:33:43,20.46,3
36301,2025-11-09 14:17:32,39.92,3
36302,2025-11-09 13:10:35,55.39,3
36303,2025-11-09 19:37:38,30.64,2
36304,2025-11-09 14:25:56,41.32,2
36305,2025-11-09 13:12:20,4.89,3
36306,2025-11-09 12:01:49,56.19,2
36307,2025-11-09 09:52:42,50.00,2
36308,2025-11-09 15:38:08,15.47,2
36309,2025-11-09 12:55:07,21.16,2
36310,2025-11-09 15:36:50,54.89,5
36311,2025-11-09 11:07:58,44.51,2
36312,2025-11-09 20:10:55,40.82,5
36313,2025-11-09 19:14:07,35.43,3
36314,2025-11-09 11:27:06,35.53,2
36315,2025-11-09 15:40:47,45.51,2
36316,2025-11-09 18:53:10,24.45,2
36317,2025-11-09 17:42:07,36.43,5
36318,2025-11-09 10:05:19,39.82,5
36319,2025-11-09 14:14:22,49.70,3
36320,2025-11-09 12:24:09,15.67,3
36321,2025-11-09 21:39:28,35.03,5
36322,2025-11-09 12:01:07,46.51,5
36323,2025-11-09 12:31:40,25.15,2
36324,2025-11-09 12:13:22,62.08,3
36325,2025-11-09 10:10:22,26.15,2
36326,2025-11-09 13:17:01,50.10,5
36327,2025-11-09 12:27:13,41.02,2
36328,2025-11-09 17:18:40,40.22,5
36329,2025-11-09 13:25:16,34.03,5
36330,2025-11-09 15:57:55,4.99,3
36331,2025-11-09 13:17:27,15.87,5
36332,2025-11-09 12:57:41,25.05,5
36333,2025-11-09 16:25:54,24.85,2
36334,2025-11-09 13:49:04,29.94,3
36335,2025-11-09 13:13:47,19.46,2
36336,2025-11-09 16:32:59,25.85,3
36337,2025-11-09 20:43:59,30.24,5
36338,2025-11-09 14:16:09,30.54,2
36339,2025-11-09 08:01:31,30.54,2
36340,2025-11-09 10:33:15,19.66,3
36341,2025-11-09 09:37:20,19.86,3
36342,2025-11-09 19:14:44,55.39,3
36343,2025-11-09 12:59:40,4.99,3
36344,2025-11-09 16:20:57,31.14,2
36345,2025-11-09 18:08:18,9.78,2
36346,2025-11-09 09:49:47,5.29,5
36347,2025-11-09 09:27:16,4.99,3
36348,2025-11-09 16:43:05,51.50,5
36349,2025-11-09 13:23:04,29.84,2
36350,2025-11-09 12:10:09,50.40,3
36351,2025-11-09 22:19:06,51.10,3
36352,2025-11-09 18:00:53,29.94,2
36353,2025-11-09 10:54:06,9.78,5
36354,2025-11-09 08:32:06,30.64,2
36355,2025-11-09 09:08:44,73.46,2
36356,2025-11-09 13:02:00,16.17,2
36357,2025-11-09 16:07:47,19.56,5
36358,2025-11-09 13:48:27,9.78,5
36359,2025-11-09 14:16:52,5.19,3
36360,2025-11-09 17:12:19,26.45,3
36361,2025-11-09 19:32:47,30.94,5
36362,2025-11-09 20:07:11,51.10,3
